ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
Kansas,Anderson,38.171526,-95.278122,.,16.1,30.2,1.6,28.6,1072,590,24.3,51.1,124,4449,2115,1441,243,95,299,204,8,-24.9,45.5,1256,268,15.3,59
Kansas,Atchison,39.537939,-95.149796,.,15.2,29.3,0.5,28.8,1023,617,24.7,47.5,167,4243,2331,1346,232,98,298,200,11,-26,45.4,1179,206,14.8,61
Kansas,Barber,37.295234,-98.614563,.,17.5,32.2,3.3,28.9,679,405,40.5,79.5,85,4855,1876,1709,256,93,301,208,3,-24.4,49.7,1417,737,16.2,55
Kansas,Barton,38.484026,-98.661598,.,16.2,31,1.5,29.5,674,410,38.8,75.6,131,4504,2174,1531,242,97,299,201,6,-26.1,48.6,1308,633,16,56
Kansas,Brown,39.903377,-95.650581,.,14.7,29,-0.2,29.2,986,601,25.1,48.2,199,4122,2463,1290,226,101,296,195,14,-27.3,45.8,1155,233,14.8,59
Kansas,Butler,37.718566,-96.903198,.,16.6,31.1,2.2,28.9,946,555,28.2,56.1,108,4621,2017,1556,251,92,300,208,6,-24.6,47.2,1311,392,15.5,58
Kansas,Chase,38.367166,-96.586777,.,16,30.5,1.3,29.2,939,557,27.7,54.8,133,4444,2165,1462,242,95,299,203,8,-25.5,46.7,1267,351,15,58
Kansas,Cherokee,37.043258,-94.640686,.,17.4,30.8,4.1,26.7,1185,582,23.2,52.9,67,4794,1752,1577,266,87,303,216,3,-22,44.9,1327,303,14.9,60
Kansas,Clark,37.393346,-99.786758,.,16.5,31,2.7,28.3,591,383,44.9,80.9,101,4560,2043,1530,242,100,297,197,3,-26,49.3,1398,808,16.3,53
Kansas,Clay,39.281917,-97.036598,.,15.6,30.5,0.6,29.9,867,535,29.5,57,160,4374,2288,1451,236,97,298,201,9,-26.4,47.5,1242,383,15.1,58
Kansas,Cloud,39.47627,-97.644836,.,14.7,29.7,-0.4,30.1,785,493,31.5,60.1,202,4125,2494,1317,230,100,295,195,13,-27.8,47.1,1172,408,15.4,58
Kansas,Coffey,38.267677,-95.814552,.,16,30.2,1.4,28.9,980,561,26.5,53.8,130,4434,2142,1438,242,95,298,203,8,-25.5,45.9,1253,311,15.3,59
Kansas,Cowley,37.272498,-96.926094,.,17.5,31.9,3.4,28.6,925,519,29.7,61.6,82,4840,1847,1676,261,88,303,215,4,-23,47.6,1351,446,15.6,58
Kansas,Crawford,37.449707,-94.711662,.,17.3,30.9,3.5,27.4,1162,595,23.5,51.9,78,4759,1830,1587,261,88,303,215,4,-22.6,45.3,1310,281,15.1,60
Kansas,Decatur,39.811963,-100.520271,.,14.2,29.5,-0.2,29.7,595,388,40.7,76.1,196,3955,2581,1227,224,109,289,180,10,-30.2,48.4,1265,683,15.8,50
Kansas,Douglas,38.92911,-95.303825,.,15.7,29.8,1.1,28.8,1041,605,24.6,49.3,145,4351,2225,1401,240,95,299,204,9,-25.4,45.3,1194,215,15,61
Kansas,Elk,37.576079,-96.037544,.,16.8,30.9,2.7,28.3,984,557,27.3,55.5,96,4652,1944,1546,253,92,301,209,5,-24.1,46.1,1317,365,15.3,58
Kansas,Ellsworth,38.642503,-98.0093,.,15.8,30.8,1,29.8,721,442,35.8,69.8,147,4407,2252,1475,240,97,298,201,7,-26.4,48.1,1271,551,15.6,58
Kansas,Finney,37.929846,-100.90992,.,15.4,29.8,1.5,28.3,479,324,53.1,92,131,4244,2267,1354,235,105,293,188,4,-28.1,48.5,1360,882,16.9,51
Kansas,Ford,37.813712,-99.875458,.,16.1,30.6,2.1,28.5,570,367,45.7,83.4,116,4445,2145,1475,241,101,297,196,4,-26.4,48.8,1349,779,16.6,54
Kansas,Franklin,38.63645,-95.256615,.,15.9,30,1.4,28.6,1053,589,24.6,50.9,134,4416,2163,1431,241,95,299,204,9,-25.2,45.5,1237,264,15.1,60
Kansas,Geary,39.077954,-96.90358,.,15.7,30.5,0.8,29.7,882,537,29.2,56.8,151,4393,2246,1450,239,96,298,202,9,-26.1,47.3,1242,373,15.3,59
Kansas,Gray,37.587532,-100.445168,.,15.9,30.1,2.1,27.9,532,355,48.6,84.7,115,4363,2163,1411,238,104,295,191,4,-27.2,48.6,1382,850,17,51
Kansas,Greeley,38.476396,-101.746529,.,14.5,29,1.1,27.9,425,294,57.7,98.9,150,3964,2437,1186,228,110,290,181,5,-29.6,47.9,1353,928,16.9,48
Kansas,Greenwood,37.767081,-96.109222,.,16.4,30.6,2,28.7,980,558,27,54.9,112,4552,2038,1498,248,93,299,206,6,-24.8,46.2,1296,351,15.4,58
Kansas,Harper,37.243711,-98.077789,.,17.4,32.2,3.2,29,766,451,35.8,71.5,86,4846,1883,1705,259,91,302,211,4,-23.6,49.2,1387,621,16,56
Kansas,Harvey,38.045624,-97.380219,.,16.4,31.2,1.7,29.5,821,485,32.2,64.3,121,4567,2099,1548,250,93,301,208,6,-25,47.9,1297,479,15.7,58
Kansas,Haskell,37.425389,-101.020447,.,16.2,30.2,2.7,27.5,466,317,56.2,95.2,100,4441,2078,1444,241,104,295,191,3,-26.8,49.2,1421,956,17.2,50
Kansas,Hodgeman,38.05721,-100.033157,.,16,30.6,2,28.7,563,357,46.2,85.8,121,4435,2168,1475,238,102,295,193,4,-27,49,1364,802,16.6,52
Kansas,Jackson,39.454953,-95.772758,.,15.1,29.5,0.3,29.2,1002,611,25.1,48.2,173,4226,2354,1340,231,99,297,198,11,-26.6,45.8,1193,227,15,60
Kansas,Jefferson,39.129028,-95.429649,.,15.4,29.7,0.6,29.1,1026,607,24.7,48.9,159,4278,2294,1365,236,96,297,201,10,-25.9,45.4,1187,216,15,61
Kansas,Jewell,39.900633,-98.062302,.,14.2,29.3,-1.1,30.5,753,469,32.1,62.5,237,4008,2617,1257,226,102,293,191,16,-29.4,47.2,1134,429,15.5,57
Kansas,Johnson,38.966459,-94.793274,.,15.7,29.6,1.3,28.4,1069,615,24,48.2,142,4360,2215,1405,242,95,300,205,9,-24.9,45.4,1195,206,14.9,62
Kansas,Kearny,37.900662,-101.255234,.,15.6,30,1.9,28.1,448,314,57.2,95.4,121,4292,2217,1376,236,106,293,187,3,-28,49,1397,950,17,50
Kansas,Kingman,37.679873,-97.968399,.,16.9,31.7,2.4,29.3,754,444,35.7,71.5,104,4706,2000,1632,255,92,302,210,5,-24.4,48.8,1343,589,15.9,57
Kansas,Kiowa,37.55463,-99.279243,.,16.3,31.1,2.3,28.8,628,399,42,77.9,111,4527,2094,1524,245,99,298,199,4,-25.6,48.9,1352,726,16.6,55
Kansas,Labette,37.262031,-95.233612,.,17.3,31.1,3.4,27.7,1104,580,24.8,53.6,78,4791,1823,1611,261,87,303,215,4,-22.7,45.9,1327,317,15.2,59
Kansas,Lane,38.426016,-100.345688,.,15.4,30.1,1.3,28.8,544,345,46.7,87.1,140,4260,2300,1381,233,105,293,188,6,-28.2,48.7,1342,797,16.6,52
Kansas,Leavenworth,39.171242,-95.103905,.,15.4,29.6,0.8,28.8,1052,615,24.2,48.1,155,4289,2281,1369,236,97,298,202,10,-25.7,45.4,1191,210,15,61
Kansas,Lincoln,38.907184,-98.480042,.,15.5,30.6,0.8,29.9,675,423,37.8,72.3,159,4338,2317,1444,236,99,296,197,7,-27,48.4,1268,596,15.8,57
Kansas,Linn,38.25001,-94.681778,.,16.5,30.3,2.4,27.9,1096,585,24.2,51.8,105,4557,2013,1494,247,94,300,207,6,-24.1,45.3,1282,288,15,59
Kansas,Logan,38.886115,-101.175995,.,14.7,29.6,0.7,28.9,494,336,50.1,88.2,159,4064,2435,1271,228,108,291,182,6,-29.6,48.6,1339,845,16.4,49
Kansas,Lyon,38.522655,-96.084145,.,15.7,30.1,1,29.1,989,576,26,52.3,143,4369,2215,1413,239,96,297,202,9,-25.8,46,1238,291,15.4,59
Kansas,Marion,38.366165,-97.139183,.,15.8,30.6,0.9,29.6,863,522,29.9,58.5,143,4403,2218,1450,243,95,299,204,8,-25.9,47.3,1254,395,15.6,59
Kansas,Marshall,39.754449,-96.674706,.,14.7,29.5,-0.5,30,901,564,27.4,52.3,207,4133,2497,1319,227,100,295,195,14,-27.8,46.6,1166,306,14.9,59
Kansas,McPherson,38.356605,-97.682823,.,16.3,31.2,1.6,29.7,796,482,33,64.8,129,4534,2142,1538,247,94,300,206,6,-25.3,48.1,1293,496,15.8,58
Kansas,Meade,37.23481,-100.367622,.,16.9,31.1,3.3,27.7,548,363,49.1,85.5,85,4668,1931,1572,248,100,297,197,2,-25.3,49.6,1435,885,16.8,52
Kansas,Miami,38.623468,-94.792038,.,15.8,29.7,1.4,28.3,1080,620,23.9,47.9,134,4377,2174,1401,241,96,300,204,9,-25,45,1218,220,14.8,61
Kansas,Mitchell,39.508344,-98.389519,.,14.8,30.1,-0.5,30.6,709,441,35,68.2,204,4168,2491,1355,230,101,294,193,13,-28.6,48,1202,508,15.5,56
Kansas,Montgomery,37.240648,-95.750969,.,17.2,31.2,3.3,27.9,1075,590,25.3,52.8,82,4766,1846,1600,258,90,302,212,4,-23.3,46.1,1340,334,15.2,58
Kansas,Morris,38.688258,-96.510216,.,15.5,30,0.6,29.4,926,547,27.5,54.9,155,4302,2276,1381,238,97,297,200,10,-26.2,46.3,1219,320,15.2,59
Kansas,Morton,37.051669,-101.843681,.,16.4,29.9,3.5,26.4,442,305,59.7,98,81,4453,1975,1406,246,104,296,192,2,-26.1,49.1,1449,1008,17.5,49
Kansas,Nemaha,39.741557,-96.056648,.,14.8,29.4,-0.3,29.7,978,602,25.3,48.8,200,4148,2464,1316,226,101,296,195,14,-27.5,46.2,1167,244,14.9,59
Kansas,Neosho,37.503215,-95.19986,.,17.2,31.1,3.2,28,1115,592,24.4,52.5,84,4757,1861,1603,258,88,302,214,4,-23,45.9,1318,300,15.1,59
Kansas,Norton,39.7926,-99.963867,.,14,29.3,-0.6,29.9,650,431,37,67.9,216,3913,2631,1201,225,107,290,183,10,-30.1,47.8,1221,582,15.8,52
Kansas,Osage,38.538503,-95.697235,.,15.6,29.9,0.8,29.1,1010,580,25.3,51.6,148,4338,2235,1391,239,96,298,202,10,-25.8,45.6,1218,264,15.3,60
Kansas,Pawnee,38.16601,-99.082344,.,16.3,31.1,1.9,29.2,620,387,42.4,80.4,122,4527,2136,1538,243,98,298,200,5,-25.9,48.9,1331,709,16.2,56
Kansas,Phillips,39.666007,-99.155823,.,14.4,30,-0.9,30.9,669,422,36.5,71,223,4070,2586,1311,226,104,291,187,13,-30.1,48.8,1245,589,15.7,53
Kansas,Pottawatomie,39.25752,-96.531296,.,15.3,30,0.3,29.7,928,569,27.3,52.8,170,4283,2338,1387,233,98,297,199,11,-26.8,46.6,1214,305,15.5,59
Kansas,Pratt,37.613131,-98.871567,.,16.6,31.4,2.4,29,662,406,40.2,77.3,107,4605,2053,1572,247,97,299,202,4,-25.3,49.2,1366,706,16.4,55
Kansas,Rawlins,39.771774,-101.106895,.,14.1,29.2,0.1,29.1,593,383,40.6,76.2,186,3873,2585,1168,224,110,289,179,11,-30,48,1288,695,15.9,50
Kansas,Reno,37.951191,-97.97541,.,16.5,31.3,2,29.4,750,451,35.3,69.5,116,4590,2081,1565,252,93,301,208,5,-24.9,48.4,1309,557,15.9,58
Kansas,Republic,39.74373,-97.790504,.,14.8,30,-0.5,30.5,798,508,31.1,59,204,4176,2486,1357,229,100,295,194,13,-28.3,47.7,1194,418,15.2,57
Kansas,Rice,38.203351,-98.136177,.,16.4,31.3,1.9,29.4,729,443,36.2,70.6,120,4566,2110,1558,249,94,301,207,6,-25.1,48.4,1298,570,16,58
Kansas,Riley,39.218171,-96.61039,.,15.4,30.1,0.4,29.7,922,563,27.6,53.5,166,4313,2317,1406,234,97,297,200,10,-26.7,46.8,1224,318,15.3,59
Kansas,Rooks,39.401231,-99.410423,.,14.7,30,-0.4,30.4,630,401,39.2,74.9,201,4123,2513,1332,229,104,292,188,11,-29.4,48.7,1251,633,15.9,53
Kansas,Russell,38.920434,-98.577293,.,15.5,30.6,0.7,29.9,675,420,37.8,72.8,161,4326,2329,1438,235,99,296,197,8,-27.2,48.4,1270,594,15.6,56
Kansas,Saline,38.861432,-97.654427,.,15.8,30.9,0.8,30.1,796,482,32.4,64.2,152,4431,2257,1495,240,96,299,203,8,-26.2,48.2,1259,463,15.6,58
Kansas,Scott,38.636541,-100.916496,.,15.1,29.7,1.2,28.5,520,342,48.2,86.8,145,4161,2350,1318,231,107,292,185,6,-28.8,48.6,1347,826,16.2,50
Kansas,Sedgwick,37.62995,-97.322113,.,16.9,31.6,2.4,29.1,822,479,32.7,65.8,102,4684,1990,1606,257,90,302,212,5,-23.9,47.9,1299,482,15.7,60
Kansas,Seward,37.161261,-100.767746,.,16.8,30.9,3.2,27.7,499,329,53.7,94,86,4627,1954,1549,247,101,296,195,2,-25.6,49.7,1440,940,17.1,51
Kansas,Shawnee,39.014979,-95.677292,.,15.5,29.8,0.7,29.1,996,585,25.6,50.9,153,4312,2266,1383,236,96,297,201,10,-26,45.4,1201,251,15,60
Kansas,Sheridan,39.391411,-100.633636,.,14.4,29.5,0.4,29,559,368,43.7,80.1,174,3987,2509,1229,227,108,291,183,8,-29.3,48.2,1296,736,16.3,51
Kansas,Sherman,39.330165,-101.915543,.,13.7,28.3,0.6,27.7,497,338,47.6,83.5,176,3715,2606,1052,224,112,290,178,8,-29.6,46.7,1274,779,16.7,50
Kansas,Smith,39.905144,-98.936371,.,14.1,29.5,-1,30.5,696,446,34.7,66.2,235,3985,2637,1253,226,104,292,188,15,-29.8,47.9,1165,509,15.6,55
Kansas,Stafford,38.169226,-98.526566,.,16.5,31.3,1.9,29.4,675,410,39.2,76.3,119,4588,2105,1576,249,95,300,205,5,-25.3,48.8,1319,644,16,57
Kansas,Stanton,37.563358,-101.735977,.,16.1,29.9,2.8,27,390,268,66.9,111.6,95,4393,2068,1398,241,105,294,189,2,-27.2,49.2,1437,1047,17.3,49
Kansas,Stevens,37.177601,-101.32061,.,16.4,30.2,3.3,26.9,458,320,57.5,94.4,88,4472,2008,1439,244,104,295,192,2,-26.3,49.1,1427,969,17.3,50
Kansas,Sumner,37.222769,-97.28318,.,17.7,32.3,3.6,28.7,828,477,33.5,67.8,77,4920,1810,1729,266,87,304,217,3,-22.5,48.4,1365,540,15.6,58
Kansas,Thomas,39.350573,-101.017509,.,14,29,0.3,28.7,543,366,44.2,79.2,183,3843,2589,1148,225,110,290,180,8,-29.8,47.5,1272,729,16.3,51
Kansas,Trego,38.847448,-99.830887,.,15.2,30.2,1,29.2,545,355,46.4,85.2,152,4232,2347,1373,233,103,294,190,6,-27.9,48.5,1302,757,16.2,53
Kansas,Wabaunsee,38.918674,-96.222992,.,15.6,30,0.7,29.3,970,581,26.3,51.7,154,4335,2265,1404,237,96,298,202,10,-26,46.2,1223,284,15.2,59
Kansas,Wichita,38.484736,-101.344696,.,14.8,29.4,1.1,28.3,471,318,52.6,92.4,149,4047,2408,1248,229,108,291,182,5,-29.3,48.3,1347,877,16.8,49
Kansas,Wilson,37.697404,-95.674438,.,16.8,30.9,2.6,28.3,1059,585,25.3,52.8,98,4655,1952,1552,253,91,301,210,5,-24,46,1307,310,15.2,59
Kansas,Woodson,37.779479,-95.900017,.,16.6,30.7,2.2,28.5,1007,569,26.4,53.9,106,4590,2001,1514,251,92,300,208,6,-24.5,46,1290,325,15.4,59
Kansas,Wyandotte,39.146021,-94.734436,.,15.6,29.6,1.1,28.5,1059,613,24.1,48.3,149,4328,2256,1397,239,95,300,204,10,-25.1,45.7,1185,208,14.7,62
New_Mexico,Bernalillo,35.122673,-106.655037,.,16.4,29.4,4.1,25.2,226,132,116.7,221.8,65,4301,1841,1240,260,103,301,199,2,-25,46.4,1604,1377,18.7,45
New_Mexico,Catron,33.688053,-108.616791,.,12.2,23,2.3,20.7,617,289,35.9,79.5,121,2937,2594,461,227,143,297,154,18,-27.8,40.1,1375,797,19.7,47
New_Mexico,Chaves,33.434077,-104.410843,.,18.5,30.1,6.4,23.7,330,233,86.2,129.5,34,4974,1422,1609,275,96,301,205,1,-23.3,51.1,1746,1416,19,44
New_Mexico,Cibola,35.133964,-107.781639,.,13.3,26,1.8,24.2,280,168,83.3,155,127,3356,2481,758,229,125,294,169,6,-28.5,42.7,1427,1145,19.6,46
New_Mexico,Colfax,36.566463,-104.707718,.,13.3,25.1,1.8,23.4,395,300,58.9,83.7,123,3444,2454,743,218,118,290,173,3,-31,44.6,1419,1025,18.2,42
New_Mexico,Curry,34.424058,-103.164322,.,17.3,29,5.9,23.1,441,309,61.9,93.7,43,4661,1609,1386,272,101,303,202,1,-22.5,49,1566,1125,18.6,49
